objectid,filename,title,creator,editor,publisher,date,subject,description,source,identifier,format,language,rights,rightsstatement
W.2005.1.85,https://weltylab.org/collection/W2005_1_85.jpg,No Place for an Angel,Elizabeth Spencer, ,,1967,Fiction,"""For Eudora With devotion and love for books and her.  Elizabeth  Jackson 19 Sept. 1967""  Inscription on title page is ""Eudora Welty"" Note: ",Mississippi Department of Archives and History,W.2005.1.85,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.86,https://weltylab.org/collection/W2005_1_86.jpg,Mystery and Manners,Flannery O'Connor, ,,1974,Anthology, Note: ,Mississippi Department of Archives and History,W.2005.1.86,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.87,https://weltylab.org/collection/W2005_1_87.jpg,The Leaning Tower and Other Stories,Katherine Anne Porter, ,,1963,Fiction,"Eudora!/ Katherine Anne,/ The same-/ September 18, 1944 Note: ",Mississippi Department of Archives and History,W.2005.1.87,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.88,https://weltylab.org/collection/W2005_1_88.jpg,Flowering Judas and Other Stories,Katherine Anne Porter, ,,1940,Fiction,"""To Eudora/ from Katherine Anne/ at Saratoga Springs/ August 29 1940/ with love and many/ good hopes for her/ life"" Note: ",Mississippi Department of Archives and History,W.2005.1.88,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.89,https://weltylab.org/collection/W2005_1_89.jpg,"Pale Horse, Pale Rider ",Katherine Anne Porter, ,,1939,Fiction,"

""Eudora Welty"" on front fly page. Note: ",Mississippi Department of Archives and History,W.2005.1.89,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.90,https://weltylab.org/collection/W2005_1_90.jpg,Ship of Fools,Katherine Anne Porter, ,,1962,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.90,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.91,https://weltylab.org/collection/W2005_1_91.jpg,Everything that Rises Must Converge,Flannery O'Connor, ,,1976,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.91,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.92,https://weltylab.org/collection/W2005_1_92.jpg,This Crooked Way,Elizabeth Spencer, ,,1952,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.92,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.93,https://weltylab.org/collection/W2005_1_93.jpg,A Slipping-Down Life,Anne Tyler, ,,1985,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.93,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.94,https://weltylab.org/collection/W2005_1_94.jpg,The Second Coming,Walker Percy, ,,1980,Fiction,"Inscribed on title page ""Walker Percy."" Note: ""Privately printed exclusively for members of the First Edition Society.""",Mississippi Department of Archives and History,W.2005.1.94,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.95,https://weltylab.org/collection/W2005_1_95.jpg,Earthly Possesions,Anne Tyler, ,,1977,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.95,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.96,https://weltylab.org/collection/W2005_1_96.jpg,Morgan's Passing,Anne Tyler, ,,1981,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.96,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.97,https://weltylab.org/collection/W2005_1_97.jpg,The Accidental Tourist,Anne Tyler, ,,1985,Fiction,"


Inscription on front fly pages reads ""Eudora Welty  September 1985"" Note: ",Mississippi Department of Archives and History,W.2005.1.97,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.98,https://weltylab.org/collection/W2005_1_98.jpg,The Accidental Tourist,Anne Tyler, ,,1985,Fiction, Note: ,Mississippi Department of Archives and History,W..2005.1.98,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.99,https://weltylab.org/collection/W2005_1_99.jpg,Rock Springs Stories,Richard Ford, ,,1988,Fiction,"""This book is for Eudora. / with love, and life-long / adoration and gratitude / to you.  From your friend. / Richard / October 22, 1987 'The Coach'.""

 Note: Article from August Issue of Harper's Magazine page 72-76 ""First Things First: One more writer's beginnings""  by Richard Ford.",Mississippi Department of Archives and History,W.2005.1.99,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.100,https://weltylab.org/collection/W2005_1_100.jpg,Dinner at the Homesick Restaurant,Anne Tyler, ,,1982,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.100,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.101,https://weltylab.org/collection/W2005_1_101.jpg,The Laws of Ice,Reynolds Price, ,,1986,Poetry, Note: ,Mississippi Department of Archives and History,W.2005.1.101,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.102,https://weltylab.org/collection/W2005_1_102.jpg,Fire in the Morning,Elizabeth Spencer, ,,1948,Fiction,"""For Eudora Welty / In appreciation of her [intrest] ? and help and with every good wish - / Elizabeth Spencer"" Note: ",Mississippi Department of Archives and History,W.2005.1.102,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.103,https://weltylab.org/collection/W2005_1_103.jpg,Good Hearts,Reynolds Price, ,,1988,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.103,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.104,https://weltylab.org/collection/W2005_1_104.jpg,The Voice at the Back Door,Elizabeth Spencer, ,,1984,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.104,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.105,https://weltylab.org/collection/W2005_1_105.jpg,The Stories of Elizabeth Spencer,Elizabeth Spencer, ,,1983,Fiction, Note: Foreward by Welty,Mississippi Department of Archives and History,W.2005.1.105,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.106,https://weltylab.org/collection/W2005_1_106.jpg,Kate Vaiden,Reynolds Price, ,,1987,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.106,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.107,https://weltylab.org/collection/W2005_1_107.jpg,The Great Speckled Bird and Other Stories,P.H Lowery, ,,1964,Fiction,For Miss Welty/ who taught all of/ us so much/ with best regards Perrin Note: Book summary mentions Eudora Welty,Mississippi Department of Archives and History,W.2005.1.107,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.108,https://weltylab.org/collection/W2005_1_108.jpg,The Collected Stories of Peter Taylor,Peter Taylor, Farrar et al.,,1969,Fiction,"

Inscription on front free end paper: Eudora Welty Note: ",Mississippi Department of Archives and History,W.2005.1.108,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.109,https://weltylab.org/collection/W2005_1_109.jpg,Canaletto's View of London,"Canaletto, Eduard Safarik", ,,1961,Art,"""Christmas 1961/ For Eudora/ with love from/ Bill and Emmy"" Note: ",Mississippi Department of Archives and History,W.2005.1.109,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.110,https://weltylab.org/collection/W2005_1_110.jpg,Tuner Watercolors,Martin Butlin, ,,1965,Art, Note: ,Mississippi Department of Archives and History,W.2005.1.110,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.111,https://weltylab.org/collection/W2005_1_111.jpg,Manet,"Pierre Courthion, Edouard Manet", ,,1962,Art, Note: ,Mississippi Department of Archives and History,W.2005.1.111,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.112,https://weltylab.org/collection/W2005_1_112.jpg,"Paintings, Watercolours, and Drawings John Constable","John Constable, Leslie Parris, Ian Fleming-Williams, Conal Shields, Tate Gallery",,,1976,Art Exhibition," Note: Exhibit at Tate Gallery from February 18-April 25, 1976 produced in honor of bicentennial of John Constable's birth.",Mississippi Department of Archives and History,W.2005.1.112,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.113,https://weltylab.org/collection/W2005_1_113.jpg,Spanish Paintings: Museums of Masterpieces, ,,,1950,Art Portfolio, Note: ,Mississippi Department of Archives and History,W.2005.1.113,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.114,https://weltylab.org/collection/W2005_1_114.jpg,The Fouquets of Chantilly," Jean Fouquet, Etienne Chevalier, Henri Malo, Musee Conde",Conde Museum ,,192-,Non-fiction,"

Printed in Paris...bound in New York City. --Introduction signed: Henri Malo Note: ",Mississippi Department of Archives and History,w.2005.1.114,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.115,https://weltylab.org/collection/W2005_1_115.jpg,Les Tres Riches Heures du Duc De Berry, ,Verve The French Review of Art No. 7 ,,1961,Art, Note: ,Mississippi Department of Archives and History,W..2005.1.115,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.116,https://weltylab.org/collection/W2005_1_116.jpg,Gislebertus: Sculptor of Autun George Zarnecki,"Denis Grivot, George Zarnecki", ,,1985,Art, Note: ,Mississippi Department of Archives and History,W.2005.1.116,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.117,https://weltylab.org/collection/W2005_1_117.jpg,Picasso: Blue and Rose Periods,"William S. Lieberman, Pablo Picasso", ,,1952,Art, Note: Something written in pencil on top right of the book,Mississippi Department of Archives and History,W.2005.1.117,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.118,https://weltylab.org/collection/W2005_1_118.jpg,The Classical Figure, ,Byran Holme,,1943,Art, Note: ,Mississippi Department of Archives and History,W.2005.1.118,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.119a,https://weltylab.org/collection/W2005_1_119a.jpg,Pablo Picasso Retrospective," Pablo Picasso, Jane Fleugal","The Museum of Modern Art, New York ",,1980,Art Exhibition,"b)Errata slip inserted in back is a white single leaf sheet with corrections and associated page numbers. Note: ""Published on the occasion of the exhibition 'Pablo Picasso: a retrospective,' May 22-September 16, 1980, organized by the Museum of Modern Art, New York, with the collaboration of the ReÌunion des museÌes nationaux de France."" --Errata slip (b) inserted (pg. 49).",Mississippi Department of Archives and History,W.2005.1..119a,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.119b,https://weltylab.org/collection/W.2005_1_119b.jpg,ERRATA (from 1.119a), , ,,1980,, Note: Single Page,Mississippi Department of Archives and History,W.2005.1.119b,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.120,https://weltylab.org/collection/W2005_1_120.jpg,In China,"Eve Arnold, R.D. Scudellari", ,,1980,Photography,"Inscription inside front cover:
""Jane Reid Petty/New Stage/Theatre"" Note: LCCN: 90050588 (misprinted in book as 80-50588)",Mississippi Department of Archives and History,W.2005.1.120,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.121a,https://weltylab.org/collection/W2005_1_121a.jpg,Natural Histories,"Jules Renard, Henri de Toulouse-Lautrec",Richard Howard,,1966,Non-fiction," Note: ""Illustrated with lithographs and drawings by Toulouse Lautrec, Bonnard [and] W. Stein; commentary by Edgar Munhall."" --French text in a separate section ([16] p.) inserted. ",Mississippi Department of Archives and History,W.2005.1.121a,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.121b,https://weltylab.org/collection/W2005_1_121b.jpg,Histoires Naturelles,"Jules Renard, Maurice Ravel", ,,1966,Non-fiction, Note: French Version of a,Mississippi Department of Archives and History,W.2005.1.121b,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.122,https://weltylab.org/collection/W2005_1_122.jpg,La Dame a la Licorne,"Etienne de Sadeleer, Rainer Maria Rike", ,,1973,," Note: ""Six poèmes d'Étienne de Sadeleer précédés d'un texte de Rainer Maria Rilke""--Cover.",Mississippi Department of Archives and History,W.2005.1.122,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.123,https://weltylab.org/collection/W2005_1_123.jpg,John Sunderland Constable,John Sunderland, ,,1976,, Note: ,Mississippi Department of Archives and History,W.2005.1.123,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.124,https://weltylab.org/collection/W2005_1_124.jpg,Summer Mountains: The Timeless Landscape,"Wen Fong, Peter Oldenburg", ,,1975,Art, Note: ,Mississippi Department of Archives and History,W.2005.1.124,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.125,https://weltylab.org/collection/W2005_1_125.jpg,Matisse 16 Peintures 1939-1946," Henri Matisse, Andre Lejard","Les Editions du Chene, Paris ",,1946,Art Portfolio, Note: ,Mississippi Department of Archives and History,W.2005.1.125,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.126,https://weltylab.org/collection/W2005_1_126.jpg,Velazquez,"Diego Velaquez, Jose Ortega y Gasset, Alfred E. Herzer, F.J. Canton",C. David Ley (translator) Ley,,1953,, Note: Introduction by Jose,Mississippi Department of Archives and History,W.2005.1.126,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.127,https://weltylab.org/collection/W2005_1_127.jpg,Ghosts Along the Mississppi:The Magic of the Old Houses of Louisiana,Clarence John Laughlin, ,,1953,Non-fiction, Note: An Evergreen Book $1.45,Mississippi Department of Archives and History,W.2005.1.127,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.128,https://weltylab.org/collection/W2005_1_128.jpg,Alice Neel,Patricia Hills, ,,1983,Non-fiction," Note: A Valentine's Day card from Lemuria was found on the first page.  Dated Feb. 14, 1984.  A yellow Lemuria card was found on the contents page. ",Mississippi Department of Archives and History,W.2005.1.128,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.129,https://weltylab.org/collection/W2005_1_129.jpg,"Michelangelo: Paintings, Sculptures, Architecture","Ludwig Goldscheider, Michelangelo Buonarroti", ,,1954,Non-fiction,"Book is inscribed on front free end paper: ""For Eudora Welty/ with the high regard/ and the warm thanks of/ the Archives/ of Duke University/ July 1955 - "" Note: ",Mississippi Department of Archives and History,W.2005.1.129,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.130,https://weltylab.org/collection/W2005_1_130.jpg,Great French Painting in the Hermitage,Charles Sterling, ,,1958,Non-fiction," Note: Translation of MuseÌe de l'Ermitage: la peinture francÌ§aise de Poussin aÌ€ nos jours. --""Both reproductions of, and references to, a number of important pictures belonging to the Pushkin Museum in Moscow will be found in this book.""",Mississippi Department of Archives and History,W.2005.1.130,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.131,https://weltylab.org/collection/W2005_1_131.jpg,Leonardo Da Vinci, Goldscheider Ludwig, ,,1943,Non-fiction,"Inscription on front free end paper: ""for Eudora, with love/ from Frank/ Christmas, 1943"" Note: Half-title: Leonardo da Vinci, the artist, by Ludwig Goldscheider.",Mississippi Department of Archives and History,W2005.1.131,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.132,https://weltylab.org/collection/W2005_1_132.jpg,Sculptures of Donatello, Donatello, ,,1941,Nonfiction," Note: ""First printed 1941."" --""Made in Great Britain."" --""Donatello's works"" (p. 9-41) signed L. G. [i.e. Ludwig Goldscheider] --Most of the plates are from photographs by Ilse Schneider-Lengyel.  cf. p. [47] ",Mississippi Department of Archives and History,W2005.1.132,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.133,https://weltylab.org/collection/W2005_1_133.jpg,Masterpieces of Painting from the National Gallery of Art,National Gallery of Art ,"Huntington Cairns, John Walker",,1944,Art," Note: ""Opposite each picture the editors have placed a comment. These comments have been drawn from a variety of sources, novels, poetry, history, philosophy and formal writings on art.""--Pref.",Mississippi Department of Archives and History,W2005.1.133,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.134,https://weltylab.org/collection/W2005_1_134.jpg,The Waste Land and Other Poems,T.S. Eliot, ,,1940,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.134,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.135,https://weltylab.org/collection/W2005_1_135.jpg,Passages from the Diary of Samuel Pepys,Samuel Pepys,Richard Le Gallienne,,1921,Nonfiction, Note: ,Mississippi Department of Archives and History,W2005.1.135,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.136,https://weltylab.org/collection/W2005_1_136.jpg,The Decameron of Giovanni Boccaccio,Giovanni Boccaccio, ,,1930,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.136,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.137,https://weltylab.org/collection/W2005_1_137.jpg,A Season in Hell,Arthur Rimbaud, ,,1945,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.137,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.138,https://weltylab.org/collection/W2005_1_138.jpg,A Room With a View,E.M Forster, ,,1961,Fiction,"Inscription on front free end paper: ""Christmas 1961/ For Eudora/ with love from/ Bill and Emmy"" Note: ",Mississippi Department of Archives and History,W2005.1.138,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.139,https://weltylab.org/collection/W2005_1_139.jpg,Where Angels Tread,E.M Forster, ,,1947,Fiction,"Book is inscribed on front free end paper: ""Eudora Welty"" Note: First published 1905.",Mississippi Department of Archives and History,W2005.1.139,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.140,https://weltylab.org/collection/W2005_1_140.jpg,Complete Poetical Works of Francis Thomson,Francis Thomson,The Modern Library ,,1918?,Poetry,"Book is inscribed on front free end paper: ""Eudora Welty/ Lynchburg, VA.""   Book also has various marks throughout: there are pen marks near some of the authors' names in the list of ""Distinguished Writers Who Have Written Introductions to Titles in The Modern Library"" at the end of the book. Pgs. 66-67 have marks, pgs. 90-91 have underlining, pg. 146 has a margin mark, pg. 177 has a sentence underlined, pg. 248 has underlining, pg. 350 has a sentence marked out and additional underlining. Note: ",Mississippi Department of Archives and History,W2005.1.140,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.141,https://weltylab.org/collection/W2005_1_141.jpg,The Works of Plato,Plato ,Irwin Edwin,,1930,Non-fiction," Note: ""This is the standard, authorized text of the third edition of the Jowett translation.""",Mississippi Department of Archives and History,W2005.1.141,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.142,https://weltylab.org/collection/W2005_1_142.jpg,Collected Short Stories,E.M Forster, ,,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.142,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.143,https://weltylab.org/collection/W2005_1_143.jpg,The Longest Journey,E.M Forster, ,,1947,Fiction, Note: First published in 1907.,Mississippi Department of Archives and History,W2005.1.143,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.144,https://weltylab.org/collection/W2005_1_144.jpg,Apuleius: The Golden Ass Being the Metamorphoses of Lucius Apuleius,Apuleius , Page et al.,,1947,Fiction, Note: Latin and English on opposite pages.,Mississippi Department of Archives and History,W2005.1.144,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.145,https://weltylab.org/collection/W2005_1_145.jpg,Of the Nature of Things,Lucretius , ,,1921,Non-fiction, Note: Translation of De rerum natura.,Mississippi Department of Archives and History,W2005.1.145,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.146,https://weltylab.org/collection/W2005_1_146.jpg,Women in Love,D.H. Lawrence, ,,1970 [c1965],Fiction,"Inscribed on first page:
""For / Eudora / with / love / from / Bill"" Note: A poem. --""Limited to one hundred and eighty numbered copies of which one hundred and fifty copies are for sale ... All copies are signed by the author. This is number 29.""",Mississippi Department of Archives and History,W2005.1.146,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.147,https://weltylab.org/collection/W2005_1_147.jpg,Mediaeval Latin Lyrics,Helen Waddell, ,,1933-1952,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.147,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.148,https://weltylab.org/collection/W2005_1_148.jpg,The English Poems of John Milton,John Milton,H.C. Beeching,,1929,Poetry,"Book is inscribed on front free end paper: ""Eudora Welty"" Note: ",Mississippi Department of Archives and History,W2005.1.148,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.149,https://weltylab.org/collection/W2005_1_149.jpg,Border Ballads, ,William Beattie,,1952,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.149,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.150,https://weltylab.org/collection/W2005_1_150.jpg,D.H. Lawrence Selected Poems,D.H . Lawrence, ,,1947,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.150,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.151,https://weltylab.org/collection/W2005_1_151.jpg,The Canterbury Tales,Geofrey Chaucer, ,,1955,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.151,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.152,https://weltylab.org/collection/W2005_1_152.jpg,The Guermantes Way,Marcel Proust, ,,1925,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.152,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.153,https://weltylab.org/collection/W2005_1_153.jpg,Les Fleurs du Mal,Charles Baudelaire, ,,1942,Poetry,"""To Eudora Welty/ through the friendship/ of John/ Henry Hall/ Alga, 3 December 43"" Note: ",Mississippi Department of Archives and History,W2005.1.153,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.154,https://weltylab.org/collection/W2005_1_154.jpg,The Portable Dante,Dante Alighieri,Paolo Milano,,1947,Anthology, Note: ,Mississippi Department of Archives and History,W2005.1.154,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.155,https://weltylab.org/collection/W2005_1_155.jpg,A View Without a Room,E.M. Forster, ,,1973,Fiction," Note: Updating A room with a view on the 50th anniversary of its publication, this essay was published simultaneously, on July 27, 1958, in the Observer and in the New York times book review. --""This first edition ... is limited to two hundred copies""--Colophon.",Mississippi Department of Archives and History,W2005.1.155,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.156,https://weltylab.org/collection/W2005_1_156.jpg,Battersea Rise,E.M. Forster, ,,1955,Non-fiction," Note: ""This first edition has been privately printed for the friends of the author and his publishers as a New Year's greeting.""",Mississippi Department of Archives and History,W2005.1.156,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.157,https://weltylab.org/collection/W2005_1_157.jpg,Concluding,Henry Green, ,,1950,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.157,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.158,https://weltylab.org/collection/W2005_1_158.jpg,Poems and Prophecies by William Blake,William Blake,Max Plowman,,1934,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.158,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.159,https://weltylab.org/collection/W2005_1_159.jpg,Living,Henry Green, ,,1971,Fiction,"""Eudora Welty"" Note: ",Mississippi Department of Archives and History,W2005.1.159,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.160,https://weltylab.org/collection/W2005_1_160.jpg,Alexandria,E.M. Forster, ,,1961,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.160,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.161,https://weltylab.org/collection/W2005_1_161.jpg,Caught,Henry Green, ,,1950,Fiction,"""Eudora Welty"" Note: ",Mississippi Department of Archives and History,W2005.1.161,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.162,https://weltylab.org/collection/W2005_1_162.jpg,Blindness,Henry Green, ,,1926,Fiction,"""50"" written in pencil on 1st page.  ""108"" in pencil on last page.  ""20"" in pencil on back cover inside. Note: ",Mississippi Department of Archives and History,W2005.1.162,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.163,https://weltylab.org/collection/W2005_1_163.jpg,Doting,Henry Green, ,,1952,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.163,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.164,https://weltylab.org/collection/W2005_1_164.jpg,Back,Henry Green, ,,1950,Fiction,"""Eudora Welty""  Note: ""89"" (The printed $3.00 has a pencil mark through it.",Mississippi Department of Archives and History,W2005.1.164,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.165,https://weltylab.org/collection/W2005_1_165.jpg,Loving,Henry Green, ,,1949,Fiction,"""Eudora Welty"" Note: ",Mississippi Department of Archives and History,W2005.1.165,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.166,https://weltylab.org/collection/W2005_1_166.jpg,Two Cheers for Democracy,E.M. Forster, ,,1951,Non-fiction,"""1st Run"" in pencil  Note: ",Mississippi Department of Archives and History,W2005.1.166,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.167,https://weltylab.org/collection/W2005_1_167.jpg,Nothing,Henry Green, ,,1950,Fiction," Note: Sticker is from ""The Holliday Bookshop/ 49 E 49th St. New York""",Mississippi Department of Archives and History,W2005.1.167,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.168,https://weltylab.org/collection/W2005_1_168.jpg,Back,Henry Green, ,,1950 [c1946],Fiction,"""Eudora Welty"" in pencil Note: ",Mississippi Department of Archives and History,W2005.1.168,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.169,https://weltylab.org/collection/W2005_1_169.jpg,A World of Love,Elizabeth Bowen, ,,1955 [c1954],Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.169,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
